respid,sample,int_date,fcall,attempt,refusal,lang,phase,qa1,q1c1,qc1a,qb2,qb3,qb4,qb5,qa6,qa8,qa9a,qa9b,qa9c,qa9d,qa9e,qa9f,qa9g,qa11a,qa11b,q11c_b,q11e_b,q11h_b,q11i_b,q11j_b,q11at,qb12,q25a,q25a,q25b,q25c,q25d,q25f,q25g,q25h,q25i,q25j,q25k,q25l,q25m,q25n,q25o,q25p,qb26,qc26,oftvote,q26f1,q26f1a,q26f1b,q26f2,q26f2a,q26f2b,Q26,Q26CAT,qb27,qb27a,int1,int2,int3m,qc28a,qc28b,qc28c,qc28d,qc28e,qc28f,qc28g,qc28h,qa29a,qa29b,q40,qb40a,qb40b,q41,q42,q43,qc48a,qc48b,qc48c,qc49a,qc49b,qc49c,q50q,q50r,q50s,q50t,q50u,q50v,q50w,q50y,q50z,q50aa,q50bb,q50dd,q50ee,q50ff,q50gg,150hh,q51uu,q51jj,q51kk,151ll,q51mm,q51oo,q51pp,q53,qb54,qb55,qc56,qc57,qc58a,qc58b,q100,q101,q102,q102a,q105a,q105b,q105d,q106,qb106,qb107,qb108,qb109,qa110,qb111,qb112,qb115,qb116,qb116a,qb117,q121,q121a,q121b,q122,q122a,q122b,q123,q123a,q123b,q124,q124a,q124b,q125,q125a,q125b,q126,q126a,q126b,qc127,qc128,qc135,qc135a,b139txt,qb139,b139atxt,qb139a,sex,age,educ,hisp,racem1,racem2,racem3,racem4,birht_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,inchi,reg,party,partyln,partystrflag,partystr,partysum,ideo,qd140,qb140b,qb141,qb141b,qc142,q148,q149,teaparty2,q150,pvote12a,pvote12b,employ2,employ1,employ7,hh1,hh3,ql1,ql1a,qc1,lc2,lc3,isex,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,racecmb,racethn,intuser,q148correct,llweight,cellweight,ideoConsis,iseoConsistREC,bys,typogroups,weight
44,1,140123,140123,1,0,1,1,2,,,,,,,1,2,2,1,1,2,1,1,1,3,3,,,,,,,,,5,1,1,1,1,1,2,1,2,1,1,1,1,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,3,3,1,,,1,2,2,,,,,,,1,2,,,1,,1,1,2,1,5,2,1,,,2,2,1,1,,1,,,1,,,,,,,2,,,,2,1,2,2,,,,,,,,,,,,1,2,,2,,1,2,,1,1,1,,2,,2,1,1,,,,,,,,,,1,64,6,2,1,,,,,1,1,2,,2,,2,3,8,,1,4,9,,,9,9,,,,,,8,1,2,,,,,,,2,2,1,,,,2,2,2,1,,,,1,1,1,2,0.2956398,,-5,2,0,1,0.3217505
45,1,140123,140123,1,0,1,1,1,,,,,,,3,2,2,1,2,2,1,2,1,2,3,,,,,,,,,1,2,2,2,5,1,1,1,2,1,2,1,1,,,,,1,,,,50,,,50,3,,,1,,,,,,,,,,,2,3,1,,,1,2,2,,,,,,,1,2,,,2,,1,1,2,2,1,1,5,,,5,2,1,1,,1,,,1,,,,,,,1,2,,,2,2,1,2,,,,,,,,,,,,2,,2,2,,2,1,1,,2,,2,2,,1,2,,1,,,,,,,,,1,59,8,2,1,,,,,1,3,2,,13,,1,2,9,1,1,1,,,,1,2,,,,,,99,1,3,,,,,,,1,,1,,,1,,2,2,1,,,,1,1,1,9,0.2206559,,1,3,0,2,0.321251
47,1,140123,140123,1,0,1,1,2,,,,,,,3,2,2,1,2,1,2,2,1,4,2,,,,,,,,,2,9,2,1,1,1,1,9,2,2,1,1,1,,,,,1,0,,,,,,0,1,,,2,2,2,,,,,,,,,1,3,2,,,9,9,1,,,,,,,9,1,,,2,,1,2,2,2,9,9,9,,,2,9,9,2,,9,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,9,9,,,2,,9,2,,1,9,,,,,,,,,,,2,79,4,2,1,,,,,1,5,2,,1,,1,1,2,,1,2,,,,2,9,,,,,,99,3,3,,,,,,,1,,1,,,3,,1,1,1,,,,1,1,0,9,0.1725767,,-4,2,0,2,0.2961742
48,1,140123,140123,1,0,1,1,2,,,,,,,1,9,2,2,1,1,1,2,1,3,2,,,,,,,,,1,1,2,2,1,1,1,2,2,2,2,1,1,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,1,2,2,,,1,2,2,,,,,,,1,2,,,1,,1,2,1,1,2,2,1,,,2,2,1,2,,1,,,2,,,,,,,1,2,,,2,2,2,2,,,,,,,,,,,,1,2,,2,,2,2,,1,2,,2,2,,2,1,2,,,,,,,,,,2,79,8,2,2,,,,,1,3,2,,2,,2,1,6,,1,3,2,,,2,3,,,,,,99,2,2,,,,,,,1,,2,,,,,1,2,1,,,,2,2,1,9,0.1725767,,-6,2,0,1,0.5212022
49,1,140123,140123,1,0,1,1,1,,,,,,,2,2,2,1,1,1,1,1,1,3,2,,,,,,,,,2,1,2,5,5,1,2,2,2,1,5,1,9,,,,,2,,,,50,,,50,3,,,1,,,,,,,,,,,3,3,1,,,1,2,2,,,,,,,1,2,,,1,,1,1,2,1,5,2,1,,,1,5,2,2,,1,,,2,,,,,,,1,2,,,2,1,1,2,,,,,,,,,,,,9,,,2,,9,1,1,,1,1,,1,9,,2,,2,,,,,,,,,2,63,8,2,1,,,,,1,1,2,,1,,2,2,8,,1,2,,,,2,4,,,,,,7,4,2,,,,,,,2,2,1,,,,2,2,2,1,,,,1,1,1,1,0.4617731,,-7,1,0,3,0.4066613
50,1,140123,140123,1,0,1,1,1,,,,,,,4,1,2,2,2,2,2,1,1,2,3,,,,,,,,,1,2,1,2,2,1,2,1,1,2,1,1,1,,,,,1,80,,,,,,80,4,,,1,,,,,,,,,,,3,3,3,,,1,1,2,,,,,,,2,1,,,1,,1,1,1,1,1,1,2,,,1,2,2,1,,1,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,1,1,2,,1,2,,2,,1,2,,1,,,,,,,,,2,46,3,2,1,,,,,1,1,2,,1,,2,5,6,,1,4,1,,,1,3,,,,,,3,1,3,,,,,,,2,2,1,,,,2,2,2,2,,,,1,1,1,2,1.5699701,,4,4,0,7,1.0270801
51,1,140123,140123,1,0,1,1,1,,,,,,,3,2,2,1,1,2,2,1,1,3,1,,,,,,,,,1,1,2,1,2,1,1,2,2,1,2,1,1,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,1,3,1,,,1,2,2,,,,,,,1,1,,,1,,1,1,2,2,1,2,1,,,1,1,2,2,,1,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,1,2,,2,,1,2,,2,1,2,,2,,2,1,2,,,,,,,,,,2,59,3,2,1,,,,,1,5,2,,1,,2,2,6,,1,2,,,,2,3,,,,,,3,2,2,,,,,,,1,,1,,,2,,1,2,1,,,,1,1,1,2,0.4551188,,-4,2,0,2,0.5706846
53,1,140123,140123,1,0,1,1,2,,,,,,,3,2,1,1,2,1,1,2,1,2,3,,,,,,,,,2,1,2,2,2,2,2,2,2,1,2,1,2,,,,,1,,,,50,,,50,3,,,1,,,,,,,,,,,3,1,3,,,1,1,1,,,,,,,2,1,,,2,,1,2,1,1,1,1,1,,,1,2,1,1,,2,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,2,1,1,,2,,2,2,,1,2,,2,,,,,,,,,2,64,3,2,1,,,,,1,3,2,,1,,1,1,4,,1,1,,,,1,2,,,,,,99,1,3,,,,,,,1,,1,,,2,,1,2,1,,,,1,1,1,9,0.3958326,,2,3,0,7,0.5997184
55,1,140123,140123,1,0,1,1,3,,,,,,,3,1,1,2,2,2,2,2,2,3,2,,,,,,,,,1,1,1,2,2,1,2,2,1,1,2,1,1,,,,,1,,,,50,,,50,3,,,1,,,,,,,,,,,3,2,1,,,1,2,2,,,,,,,1,2,,,1,,2,2,2,1,2,2,2,,,1,1,1,1,,1,,,1,,,,,,,1,2,,,1,1,1,1,,,,,,,,,,,,1,1,,2,,2,2,,1,1,2,,2,,2,2,,2,,,,,,,,,1,62,6,2,1,,,,,1,1,2,,2,,2,2,3,,1,3,2,,,2,2,,,,,,99,1,2,,,,,,,2,2,1,,,,3,2,2,1,,,,1,1,1,9,0.5115924,,-2,3,0,5,0.4250009
56,1,140123,140123,2,0,1,1,3,,,,,,,2,2,2,1,2,2,2,1,1,3,2,,,,,,,,,2,1,2,1,1,1,1,2,1,1,2,1,1,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,1,9,1,,,1,2,2,,,,,,,1,2,,,2,,1,1,5,1,2,2,5,,,2,1,1,2,,1,,,2,,,,,,,1,2,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,2,2,,1,9,,,1,2,,1,2,,,,,,,,,,2,79,4,2,1,,,,,1,3,2,,2,,2,1,3,,1,2,,,,2,4,,,,,,99,2,2,,,,,,,1,,1,,,3,,1,1,1,,,,1,1,1,9,0.2576895,,-8,1,0,1,0.3396414
57,1,140123,140123,1,0,1,1,2,,,,,,,2,2,1,2,2,1,2,1,1,3,3,,,,,,,,,1,2,1,2,2,2,1,1,2,1,2,2,2,,,,,1,100,,,,,,100,5,,,1,,,,,,,,,,,2,1,1,,,1,2,2,,,,,,,2,1,,,2,,1,1,2,2,1,1,2,,,1,2,1,1,,2,,,1,,,,,,,1,2,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,2,1,2,,2,,1,2,,2,2,,2,,,,,,,,,1,63,6,2,1,,,,,1,3,2,,2,,2,4,4,,1,1,,,,1,1,,,,,,99,1,1,2,,,,,,1,,1,,,3,,2,2,1,,,,1,1,1,9,0.2508892,,10,5,0,7,0.2961742
58,1,140123,140123,1,0,1,1,2,,,,,,,3,1,2,1,2,2,2,1,1,3,3,,,,,,,,,1,1,2,1,2,1,1,2,2,2,2,1,1,,,,,1,,,,50,,,50,3,,,1,,,,,,,,,,,3,3,2,,,1,2,2,,,,,,,2,1,,,1,,1,2,1,2,2,2,2,,,1,2,1,2,,1,,,3,,,,,,,2,,,,1,1,1,2,,,,,,,,,,,,2,,2,2,,1,1,1,,1,2,,2,,2,2,,1,,,,,,,,,1,58,4,2,1,,,,,1,2,2,,1,1,1,2,7,,1,3,9,,,9,3,,,,,,99,1,1,4,,,,,,2,2,1,,,,1,1,2,1,,,,1,1,1,9,0.7797247,,-4,2,0,4,0.6396158
59,1,140123,140123,2,0,1,1,2,,,,,,,1,2,1,1,1,2,1,2,1,4,2,,,,,,,,,2,1,2,1,1,1,2,2,1,2,1,1,1,,,,,1,,,,99,,,1,1,,,1,,,,,,,,,,,1,2,1,,,1,2,2,,,,,,,1,2,,,1,,1,1,2,1,2,2,2,,,2,1,2,2,,1,,,2,,,,,,,1,1,1,1,1,2,2,2,,,,,,,,,,,,1,1,,2,,1,2,,2,1,2,,1,2,,2,,1,,,,,,,,,2,81,8,2,1,,,,,1,1,2,,5,,,3,9,1,1,2,,,,2,5,,,,,,99,1,2,,,,,,,2,2,1,,,,1,1,2,2,,,,1,1,1,9,0.4357914,,-10,1,0,1,0.5164774
60,1,140126,140123,6,0,1,1,2,,,,,,,2,2,1,1,1,2,1,1,1,4,2,,,,,,,,,2,1,2,1,1,1,2,2,1,1,2,1,1,,,,,1,,,,80,,,20,2,,,1,,,,,,,,,,,1,2,2,,,2,2,2,,,,,,,1,2,,,1,,2,1,2,1,2,2,2,,,2,1,1,2,,1,,,2,,,,,,,1,2,,,2,2,2,2,,,,,,,,,,,,1,2,,2,,2,1,1,,1,1,,1,2,,2,,1,,,,,,,,,2,53,6,2,1,,,,,1,6,2,,9,,,6,6,,1,2,,,,2,5,,,,,,99,1,2,,,,,,,1,,1,,,2,,2,2,1,,,,1,1,1,9,0.4352116,,-10,1,0,1,0.4092365
61,1,140123,140123,1,0,1,1,2,,,,,,,2,2,2,1,2,2,2,1,1,2,3,,,,,,,,,2,1,2,1,2,2,1,2,2,1,2,2,2,,,,,3,,,,50,,,50,3,,,1,,,,,,,,,,,3,3,2,,,1,1,2,,,,,,,1,2,,,2,,1,2,2,2,1,2,1,,,1,2,2,2,,1,,,3,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,2,1,1,,1,2,,2,,2,1,2,,,,,,,,,,2,48,8,2,1,,,,,1,1,1,,13,,2,3,9,1,1,3,1,,,1,2,,,,,,99,4,3,,,,,,,4,2,1,,,,2,2,2,1,,,,1,1,1,9,0.7019315,,-2,3,0,2,0.5816105
62,1,140123,140123,1,0,1,1,2,,,,,,,2,1,1,1,2,2,1,1,1,3,3,,,,,,,,,1,2,1,2,2,2,1,2,1,1,2,1,1,,,,,1,,,,10,,,90,5,,,1,,,,,,,,,,,3,3,1,,,2,1,2,,,,,,,1,2,,,2,,1,2,1,2,2,2,2,,,1,2,2,1,,2,,,1,,,,,,,1,2,,,2,1,2,2,,,,,,,,,,,,2,,2,2,,2,2,,1,1,2,,2,,2,1,1,,,,,,,,,,2,58,8,2,3,,,,,1,1,2,,13,,1,3,7,,1,1,,,,1,3,,,,,,5,3,1,4,,,,,,2,2,1,,,,2,1,2,1,,,,3,4,1,1,0.6005444,,4,4,0,5,0.5874182
63,1,140123,140123,2,0,1,1,1,,,,,,,1,1,2,1,1,1,1,1,1,2,3,,,,,,,,,1,2,1,2,2,2,1,1,2,1,2,2,2,,,,,1,,,,30,,,70,4,,,1,,,,,,,,,,,2,2,1,,,2,1,2,,,,,,,2,1,,,2,,1,1,2,2,1,1,1,,,1,2,2,1,,1,,,3,,,,,,,1,1,2,,2,2,2,2,,,,,,,,,,,,2,,2,2,,2,1,2,,2,,1,1,2,,2,,2,,,,,,,,,2,50,6,2,1,,,,,1,1,2,,13,,1,2,5,,1,1,,,,1,2,,,,,,9,2,1,4,,,,,,3,3,1,,,,1,2,2,1,,,,1,1,1,2,1.1355557,,10,5,0,7,1.0051773
64,1,140123,140123,1,0,1,1,2,,,,,,,1,2,2,1,2,2,2,1,1,3,3,,,,,,,,,1,2,5,2,2,1,1,2,2,1,2,2,2,,,,,1,65,,,,,,65,4,,,1,,,,,,,,,,,3,1,2,,,1,2,2,,,,,,,2,1,,,1,,1,2,2,2,2,2,1,,,1,2,1,1,,1,,,2,,,,,,,2,,,,2,2,1,2,,,,,,,,,,,,2,,1,1,2,,1,1,,1,1,,1,2,,2,,1,,,,,,,,,1,36,8,2,1,,,,,1,6,2,,2,,2,4,4,,1,3,1,,,1,2,,,,,,99,4,1,4,,,,,,1,,1,,,1,,1,2,1,,,,1,1,1,9,0.5448971,,3,4,0,6,0.5171525
65,1,140123,140123,1,0,1,1,3,,,,,,,3,2,2,1,2,2,1,2,1,4,4,,,,,,,,,1,2,1,2,2,2,1,2,1,1,2,1,1,,,,,1,5,,,,,,5,1,,,1,,,,,,,,,,,3,3,2,,,2,1,2,,,,,,,1,2,,,1,,2,2,1,1,2,1,2,,,1,2,1,1,,2,,,1,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,1,2,,1,1,,1,1,,1,1,,2,,1,2,,1,,,,,,,,,1,55,4,1,1,,,,1,,1,2,,10,,,6,4,,1,3,2,,,2,1,,,,,,99,1,1,4,,,,,,2,2,1,,,,2,2,2,2,,,,1,3,1,9,0.9518071,,2,3,0,5,0.675527
66,1,140123,140123,1,0,1,1,2,,,,,,,2,1,2,1,2,2,1,1,1,1,3,,,,,,,,,1,2,1,2,2,1,1,1,2,1,2,1,2,,,,,1,,,,40,,,60,4,,,1,,,,,,,,,,,2,1,1,,,1,2,2,,,,,,,2,1,,,2,,1,2,2,1,1,2,1,,,1,2,1,1,,1,,,1,,,,,,,2,,,,1,1,1,2,,,,,,,,,,,,2,,2,2,,1,1,1,,2,,1,1,2,,2,,2,,,,,,,,,1,35,8,2,1,,,,,1,1,1,,3,,2,1,7,,1,1,,,,1,2,,,,,,5,3,1,4,,,,,,6,2,1,,,,2,2,2,1,,,,1,1,1,1,1.0897941,,8,5,0,6,0.6678532
67,1,140123,140123,1,0,1,1,2,,,,,,,4,1,1,2,2,1,2,1,1,3,3,,,,,,,,,1,2,1,2,2,1,1,2,1,1,2,1,2,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,9,9,1,,,2,2,1,,,,,,,2,1,,,2,,1,1,2,2,1,1,2,,,1,2,1,1,,1,,,1,,,,,,,1,1,1,1,2,1,2,2,,,,,,,,,,,,2,,9,2,,2,1,1,,2,,2,2,,2,1,1,,,,,,,,,,2,55,4,2,1,,,,,1,3,2,,1,,1,2,2,,1,1,,,,1,2,,,,,,99,3,1,4,,,,,,2,2,1,,,,2,1,2,1,,,,1,1,1,9,0.415392,,6,4,0,7,0.5293165
69,1,140123,140123,1,0,1,1,2,,,,,,,4,2,2,1,2,2,2,1,1,4,1,,,,,,,,,1,1,1,1,2,2,5,2,2,1,2,1,1,,,,,1,,,,999,,,999,9,,,1,,,,,,,,,,,2,2,1,,,9,9,2,,,,,,,1,2,,,1,,1,2,2,1,2,9,5,,,1,5,1,2,,1,,,1,,,,,,,1,1,2,,1,1,1,2,,,,,,,,,,,,1,9,,1,1,,1,1,,1,1,,2,,1,2,,2,,,,,,,,,2,59,6,2,1,,,,,1,1,2,,1,,2,6,10,,1,2,,,,2,5,,,,,,5,1,2,,,,,,,2,2,1,,,,1,1,1,1,,,,1,1,1,1,0.5912809,,-2,3,0,3,0.595227
70,1,140127,140123,2,1,1,1,9,,,,,,,4,1,2,1,9,2,1,2,1,2,2,,,,,,,,,2,2,5,5,5,2,1,1,1,1,2,1,2,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,3,2,1,,,1,1,2,,,,,,,1,2,,,9,,1,2,2,2,1,1,2,,,1,2,1,1,,2,,,1,,,,,,,1,2,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,1,2,,9,9,,,2,,1,2,,2,,,,,,,,,2,66,4,2,1,,,,,1,1,2,,1,,1,3,5,,1,3,9,,,9,2,,,,,,99,3,3,,,,,,,2,2,1,,,,3,2,2,1,,,,1,1,1,9,0.2945227,,2,3,0,7,0.4087055
71,1,140123,140123,1,0,1,1,2,,,,,,,3,2,2,2,2,2,2,2,1,2,4,,,,,,,,,1,2,1,2,2,1,2,1,1,1,2,1,2,,,,,1,,,,95,,,5,1,,,1,,,,,,,,,,,2,1,1,,,1,2,2,,,,,,,2,1,,,2,,2,2,1,1,1,2,1,,,2,2,1,1,,1,,,1,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,2,1,1,,2,,1,1,2,,2,,1,,,,,,,,,2,65,4,2,1,,,,,1,3,2,,2,,2,3,1,,1,1,,,,1,2,,,,,,5,1,3,,,,,,,1,,1,,,3,,2,2,2,,,,1,1,1,1,0.2712928,,8,5,0,6,0.3948224
72,1,140123,140123,1,0,1,1,2,,,,,,,2,1,2,1,1,1,1,2,1,2,3,,,,,,,,,1,2,1,1,2,1,1,2,2,1,2,9,2,,,,,1,80,,,,,,80,4,,,1,,,,,,,,,,,3,3,3,,,9,9,2,,,,,,,1,1,,,1,,1,2,2,1,2,2,1,,,1,2,2,1,,2,,,1,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,2,,1,2,,1,1,1,,1,2,,2,,2,,,,,,,,,2,57,6,2,1,,,,,1,1,2,,3,,2,2,8,,1,3,1,,,1,2,,,,,,99,1,3,,,,,,,1,,1,,,2,,1,2,1,,,,1,1,1,9,0.2754293,,2,3,0,6,0.2961742
73,1,140123,140123,1,0,1,1,1,,,,,,,1,1,1,2,1,2,1,1,1,2,2,,,,,,,,,1,1,1,2,2,2,1,1,2,1,2,1,2,,,,,1,,,,40,,,60,4,,,1,,,,,,,,,,,1,3,1,,,1,2,2,,,,,,,2,1,,,1,,2,1,2,1,1,1,2,,,1,2,1,1,,1,,,1,,,,,,,1,2,,,2,1,2,2,,,,,,,,,,,,2,,2,2,,2,2,,1,1,2,,2,,2,2,,2,,,,,,,,,1,65,6,2,1,,,,,1,3,2,,1,1,2,5,8,,1,3,1,,,1,2,,,,,,9,1,2,,,,,,,1,,1,,,3,,1,2,1,,,,1,1,1,2,0.1884103,,6,4,0,7,0.2961742
74,1,140131,140123,5,0,1,1,2,,,,,,,4,2,1,1,2,1,2,2,1,2,3,,,,,,,,,2,2,2,1,2,2,1,1,2,1,2,1,1,,,,,2,50,,,,,,50,3,,,1,,,,,,,,,,,1,9,2,,,9,9,9,,,,,,,1,1,,,2,,1,2,2,2,1,2,2,2,,1,1,2,1,1,1,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,1,2,,2,,2,1,1,,2,,2,2,,2,2,,1,,,,,,,,,2,78,3,2,1,,,,,1,5,2,,1,,2,2,10,,1,1,,1,2,1,3,,,,,,7,1,3,,,,,,,1,,1,,,3,,2,2,1,,,,1,1,1,1,0.3290013,,2,3,0,2,0.4671195
77,1,140131,140123,4,0,1,1,2,,,,,,,3,1,2,2,2,2,2,1,2,3,2,,,,,,,,,2,1,2,1,5,1,2,1,5,2,1,1,1,,,,,1,,,,50,,,50,3,,,1,,,,,,,,,,,2,2,1,,,1,2,2,,,,,,,5,1,,,9,,2,2,2,1,1,2,5,1,,9,1,2,2,1,1,,,3,,,,,,,1,2,,,2,2,2,1,,,,,,,,,,,,1,2,,2,,2,2,,1,1,2,,2,,1,1,1,,,,,,,,,,1,58,6,2,1,,,,,1,1,2,,2,,2,4,9,1,1,2,,1,2,2,3,,,,,,5,1,2,,,,,,,2,2,1,,,,2,2,1,1,,,,1,1,1,1,0.2899685,,-4,2,0,1,0.3035166
79,1,140123,140123,1,0,1,1,1,,,,,,,3,1,2,1,2,2,2,1,1,9,9,,,,,,,,,1,2,1,1,2,1,1,2,1,1,2,1,1,,,,,5,50,,,,,,50,3,,,1,,,,,,,,,,,3,3,2,,,1,2,9,,,,,,,1,1,,,1,,2,1,2,1,2,2,2,,,2,1,1,2,,1,,,1,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,1,2,,2,1,1,,1,2,,1,2,,2,,9,,,,,,,,,1,19,6,2,1,,,,,1,6,2,,12,,,4,9,9,3,3,1,,,1,2,,,,,,,,1,4,,,,,,7,3,2,1,,,2,1,2,1,,,,1,1,1,,3.904422,,0,3,1,8,0.8694249
80,1,140123,140123,1,0,1,1,2,,,,,,,1,2,2,1,1,2,1,1,1,3,2,,,,,,,,,2,1,2,1,5,1,2,2,1,2,1,1,2,,,,,1,,,,50,,,50,3,,,1,,,,,,,,,,,3,2,1,,,1,2,2,,,,,,,1,2,,,1,,2,1,2,2,2,2,2,,,2,1,1,2,,1,,,2,,,,,,,1,2,,,2,1,1,2,,,,,,,,,,,,1,1,,2,,1,2,,1,1,1,,2,,2,2,,2,,,,,,,,,1,68,8,1,1,,,,1,,1,2,,2,,2,3,7,,1,2,,,,2,3,,,,,,99,1,2,,,,,,,1,,1,,,1,,1,2,1,,,,1,3,1,9,0.1725767,,-7,1,0,1,0.3365569
81,1,140123,140123,1,0,1,1,2,,,,,,,1,2,2,1,1,2,1,2,1,4,2,,,,,,,,,1,1,2,1,1,1,5,2,1,1,1,1,1,,,,,1,,,,90,,,10,1,,,1,,,,,,,,,,,1,2,1,,,2,1,2,,,,,,,1,2,,,1,,2,1,2,1,5,2,2,,,2,5,1,2,,1,,,2,,,,,,,1,1,1,2,2,1,2,2,,,,,,,,,,,,1,1,,2,,2,2,,1,1,2,,2,,2,1,1,,,,,,,,,,2,76,6,2,1,,,,,2,1,2,1,4,,2,5,4,,1,2,,,,2,5,,,,,,99,9,2,,,,,,,2,2,1,,,,3,2,2,1,,,,1,1,1,9,0.4274316,,-8,1,0,1,0.4019888
82,1,140123,140123,2,0,1,1,2,,,,,,,1,2,1,1,1,2,1,2,1,3,1,,,,,,,,,2,2,1,2,2,1,2,2,2,1,1,1,1,,,,,1,50,,,,,,50,3,,,1,,,,,,,,,,,3,3,1,,,1,2,2,,,,,,,2,2,,,1,,1,2,1,1,1,2,1,,,1,2,2,1,,1,,,2,,,,,,,2,,,,2,1,2,2,,,,,,,,,,,,1,2,,2,,2,2,,1,1,1,,2,,2,2,,2,,,,,,,,,2,29,5,1,7,,,,1,,1,2,,2,,2,4,4,,1,2,,,,2,4,,,,,,5,1,2,,,,,,,2,2,1,,,,1,2,2,1,,,,5,3,1,1,3.904422,,-2,3,0,3,2.135392
84,1,140123,140123,1,0,1,1,2,,,,,,,4,1,2,1,2,2,2,1,1,2,3,,,,,,,,,1,2,1,2,2,1,1,1,1,5,2,2,2,,,,,1,50,,,,,,50,3,,,2,2,2,,,,,,,,,2,1,1,,,1,2,2,,,,,,,2,1,,,1,,1,1,2,1,1,2,1,,,1,2,1,1,,1,,,1,,,,,,,2,,,,2,1,2,2,,,,,,,,,,,,2,,1,2,,2,1,1,,2,,1,1,2,,2,,1,,,,,,,,,1,78,4,2,1,,,,,1,1,2,,1,,2,3,4,,1,3,1,,,1,2,,,,,,7,1,1,4,,,,,,2,2,2,2,,,,1,2,1,,,,1,1,0,1,0.8331086,,6,4,0,6,1.2632299
85,1,140124,140123,1,0,1,1,2,,,,,,,3,2,2,2,2,2,2,1,1,3,3,,,,,,,,,1,2,2,5,2,1,2,1,2,1,2,2,2,,,,,1,60,,,,,,60,4,,,1,,,,,,,,,,,3,1,2,,,1,2,2,,,,,,,2,1,,,1,,2,1,2,1,2,2,2,,,1,2,1,2,,1,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,1,2,,2,,2,1,1,,1,1,,1,2,,2,,2,,,,,,,,,1,58,5,2,5,1,,,,1,1,2,,12,,,5,8,,1,3,1,,,1,3,,,,,,99,2,1,4,,,,,,2,2,1,,,,2,1,2,2,,,,4,4,1,9,0.9967896,,3,4,0,6,0.6540486
86,1,140124,140123,1,0,1,1,2,,,,,,,4,1,2,2,2,2,2,1,1,9,9,,,,,,,,,1,2,5,2,2,2,2,2,2,1,2,2,2,,,,,5,40,,,,,,40,2,,,1,,,,,,,,,,,1,3,4,,,2,1,1,,,,,,,1,2,,,1,,1,1,2,2,2,1,2,,,2,1,1,1,,5,,,1,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,2,,2,9,,,1,1,,9,,,1,2,,2,,2,,,,,,,,,2,47,3,2,9,,,,,2,1,2,1,1,,2,5,8,,1,3,9,,,9,3,,,,,,99,4,3,,,,,,,2,2,2,2,,,,2,2,1,,,,9,9,1,9,2.6428656,,3,4,0,5,2.2222807
90,1,140124,140124,2,0,1,1,2,,,,,,,2,2,1,1,1,2,1,2,1,4,1,,,,,,,,,1,2,2,2,1,1,2,2,1,1,2,1,1,,,,,1,,,,0,,,100,5,,,2,2,2,,,,,,,,,3,3,3,,,9,9,9,,,,,,,1,9,,,1,,1,2,1,2,9,9,2,,,2,1,1,1,,2,,,2,,,,,,,2,,,,2,2,2,2,,,,,,,,,,,,1,1,,2,,2,2,,1,1,1,,2,,2,9,,,,,,,,,,,2,70,3,2,2,,,,,2,1,2,1,99,1,1,2,2,,1,2,,,,2,2,,,,,,99,3,3,,,,,,,2,2,1,,,,2,2,2,1,,,,2,2,0,9,1.4361964,,-3,2,0,5,1.0630763
92,1,140124,140124,2,0,1,1,3,,,,,,,2,2,2,1,2,2,1,1,1,2,3,,,,,,,,,1,1,1,2,2,2,2,1,2,1,2,1,1,,,,,1,,,,50,,,50,3,,,1,,,,,,,,,,,1,2,1,,,1,1,2,,,,,,,1,2,,,1,,2,2,2,1,1,2,1,,,1,2,2,2,,1,,,2,,,,,,,1,2,,,2,1,2,2,,,,,,,,,,,,2,,2,1,1,,2,,2,1,1,,2,,1,1,1,,,,,,,,,,2,58,8,2,1,,,,,1,6,2,,2,,2,4,6,,1,3,1,,,1,3,,,,,,99,2,3,,,,,,,1,,1,,,2,,1,2,1,,,,1,1,1,9,0.2387316,,2,3,0,3,0.3470735
